tmdb_id,title,release_date,runtime_minutes,original_language,budget_usd,worldwide_revenue_usd,popularity,vote_average,vote_count,genres,production_countries,production_companies,production_company_ids,collection_id,collection_name,director,cast_top10,cast_ids_top10,release_year,profitable,director_id,director_ids
82525,Savages,2012-07-06,131.0,en,45000000.0,82966152.0,9.0617,6.353,2333,Crime; Drama; Thriller,US,Universal Pictures; Relativity Media; Moritz Borman Productions,33; 7295; 212486,,,Oliver Stone,Taylor Kitsch; Blake Lively; Aaron Taylor-Johnson; John Travolta; Salma Hayek Pinault; Benicio del Toro; Emile Hirsch; Demián Bichir; Sandra Echeverría; Diego Cataño,60900; 59175; 27428; 8891; 3136; 1121; 46593; 76961; 145184; 112129,2012,1.0,1152.0,1152
82633,Lawless,2012-08-29,115.0,en,26000000.0,55404207.0,9.2129,7.069,3403,Crime; Drama; Western,US,Benaroya Pictures; Yucaipa Films; Annapurna Pictures; Pie Films Inc.; Red Wagon Entertainment; Revolt Films; BlumHansonAllen Films,6692; 12005; 13184; 13507; 14440; 15495; 47124,,,John Hillcoat,Shia LaBeouf; Tom Hardy; Gary Oldman; Guy Pearce; Jason Clarke; Jessica Chastain; Mia Wasikowska; Dane DeHaan; Lew Temple; Chris McGarry,10959; 2524; 64; 529; 76512; 83002; 76070; 122889; 37027; 120890,2012,1.0,53333.0,53333
82650,Diary of a Wimpy Kid: Dog Days,2012-08-02,94.0,en,22000000.0,77100000.0,8.0823,6.371,1087,Comedy; Family,US,Color Force; Dune Entertainment; Fox 2000 Pictures,5420; 444; 711,86110.0,Diary of a Wimpy Kid Collection,David Bowers,Zachary Gordon; Robert Capron; Devon Bostick; Peyton List; Steve Zahn; Rachael Harris; Grayson Russell; Karan Brar; Melissa Roxburgh; Laine MacNeil,89819; 111922; 90498; 1254435; 18324; 46074; 111921; 111923; 1006731; 84468,2012,1.0,33183.0,33183
82654,Warm Bodies,2013-01-31,98.0,en,35000000.0,117000000.0,6.8074,6.475,6476,Horror; Comedy; Romance; Action; Science Fiction,US,Summit Entertainment; Mandeville Films,491; 10227,,,Jonathan Levine,Nicholas Hoult; Teresa Palmer; Lio Tipton; John Malkovich; Dave Franco; Rob Corddry; Cory Hardrict; Vincent Leclerc; Daniel Rindress-Kay; Chris Cavener,3292; 20374; 124644; 6949; 54697; 52997; 74302; 982065; 1172760; 1676049,2013,1.0,56661.0,56661
82675,Taken 2,2012-09-27,91.0,en,45000000.0,376100000.0,12.1655,6.369,7248,Action; Crime; Thriller,FR; TR; US,EuropaCorp; Grive Productions; M6 Films; 20th Century Fox; Karma Film Prod; Taken 2; Dune Entertainment,6896; 6877; 1115; 25; 30619; 133824; 444,135483.0,Taken Collection,Olivier Megaton,Liam Neeson; Maggie Grace; Famke Janssen; Leland Orser; D. B. Sweeney; Jon Gries; Rade Šerbedžija; Luke Grimes; Kevork Malikyan; Alain Figlarz,3896; 11825; 10696; 2221; 61962; 9629; 1118; 56680; 743; 238393,2012,1.0,75035.0,75035
82682,Gangster Squad,2013-01-09,113.0,en,60000000.0,105200000.0,7.4077,6.38,4320,Crime; Drama; Action; Thriller,US,Village Roadshow Pictures; Lin Pictures; Langley Park Production; Warner Bros. Pictures,79; 2723; 8057; 174,,,Ruben Fleischer,Josh Brolin; Ryan Gosling; Sean Penn; Nick Nolte; Emma Stone; Anthony Mackie; Giovanni Ribisi; Robert Patrick; Michael Peña; Mireille Enos,16851; 30614; 2228; 1733; 54693; 53650; 1771; 418; 454; 175826,2013,1.0,91268.0,91268
82684,Chasing Mavericks,2012-10-25,116.0,en,,7900000.0,4.7181,7.002,605,Drama,US,Fox 2000 Pictures; Walden Media; 20th Century Fox; Gran Via Productions,711; 10221; 25; 2605,,,Michael Apted,Gerard Butler; Jonny Weston; Elisabeth Shue; Abigail Spencer; Leven Rambin; Peter Mel; Zach Wormhoudt; Devin Crittenden; Taylor Handley; Cooper Timberline,17276; 928575; 1951; 123725; 207401; 108338; 2665672; 1446868; 66741; 928574,2012,,10781.0,10781; 323
82687,The Guilt Trip,2012-12-19,95.0,en,40000000.0,41863726.0,6.3654,5.613,781,Comedy,US,Paramount Pictures; Skydance Media; Michaels-Goldwyn,4; 82819; 58553,,,Anne Fletcher,Seth Rogen; Barbra Streisand; Yvonne Strahovski; Colin Hanks; Brett Cullen; Adam Scott; Ari Graynor; Kathy Najimy; Danny Pudi; Casey Wilson,19274; 10400; 63312; 3492; 16841; 36801; 71552; 11074; 205179; 83872,2012,1.0,29214.0,29214
82690,Wreck-It Ralph,2012-11-01,101.0,en,165000000.0,471222889.0,21.9693,7.361,13283,Family; Animation; Comedy; Adventure,US,Walt Disney Animation Studios,6125,404825.0,Wreck-It Ralph Collection,Rich Moore,John C. Reilly; Sarah Silverman; Jack McBrayer; Jane Lynch; Alan Tudyk; Rich Moore; Raymond S. Persi; Mindy Kaling; Jamie Elman; Adam Carolla,4764; 7404; 58737; 43775; 21088; 165787; 1223658; 125167; 95002; 76245,2012,1.0,165787.0,165787
82693,Silver Linings Playbook,2012-11-16,122.0,en,21000000.0,236412453.0,20.0912,7.155,12812,Drama; Comedy; Romance,US,The Weinstein Company,308,,,David O. Russell,Bradley Cooper; Jennifer Lawrence; Robert De Niro; Jacki Weaver; Anupam Kher; Chris Tucker; Julia Stiles; Shea Whigham; John Ortiz; Paul Herman,51329; 72129; 380; 67837; 6217; 66; 12041; 74242; 40543; 58535,2012,1.0,17883.0,17883
82695,Les Misérables (2012),2012-12-18,158.0,en,61000000.0,442636309.0,13.1084,7.298,5669,History; Drama,GB; US,Universal Pictures; Working Title Films; Cameron Mackintosh Ltd.; Relativity Media; Working Title Films,33; 10163; 135040; 7295; 221513,,,Tom Hooper,Hugh Jackman; Russell Crowe; Amanda Seyfried; Anne Hathaway; Eddie Redmayne; Sacha Baron Cohen; Helena Bonham Carter; Aaron Tveit; Samantha Barks; Daniel Huttlestone,6968; 934; 71070; 1813; 37632; 6730; 1283; 143425; 145116; 1133684,2012,1.0,70500.0,70500
82700,After Earth,2013-05-30,100.0,en,130000000.0,243843127.0,10.1142,5.179,6959,Science Fiction; Action; Adventure,US,Columbia Pictures; Overbrook Entertainment; Blinding Edge Pictures,5; 907; 12236,,,M. Night Shyamalan,Jaden Smith; Will Smith; Sophie Okonedo; Zoë Kravitz; Glenn Morshower; Kristofer Hivju; Sacha Dhawan; Chris Geere; Diego Klattenhoff; David Denman,120724; 2888; 2598; 37153; 12797; 571418; 55472; 62879; 142193; 62562,2013,1.0,11614.0,11614
82702,How to Train Your Dragon 2,2014-06-05,102.0,en,145000000.0,621537519.0,28.3247,7.684,10650,Fantasy; Action; Adventure; Animation; Family,US,DreamWorks Animation,521,89137.0,How to Train Your Dragon Collection,Dean DeBlois,Jay Baruchel; Cate Blanchett; Gerard Butler; Craig Ferguson; America Ferrera; Jonah Hill; Christopher Mintz-Plasse; T.J. Miller; Kristen Wiig; Djimon Hounsou,449; 112; 17276; 24264; 59174; 21007; 54691; 51990; 41091; 938,2014,1.0,69797.0,69797
82703,Mr. Peabody & Sherman,2014-02-07,92.0,en,145000000.0,272912430.0,9.9845,6.733,2598,Animation; Science Fiction; Comedy; Adventure; Family,US,Pacific Data Images; DreamWorks Animation; Bullwinkle Studios,520; 521; 73952,,,Rob Minkoff,Ty Burrell; Max Charles; Ariel Winter; Allison Janney; Stephen Colbert; Stephen Tobolowsky; Stanley Tucci; Karan Brar; Joshua Rush; Adam Alexi-Malle,15232; 558928; 42160; 19; 58769; 537; 2283; 111923; 212184; 20804,2014,1.0,18898.0,18898
82990,Paranormal Activity 4,2012-10-17,87.0,en,5000000.0,142802657.0,6.3982,5.403,2072,Horror,US,Room 101; Paramount Pictures; Blumhouse Productions; Solana Films,6302; 4; 3172; 21223,41437.0,Paranormal Activity Collection,Henry Joost,Katie Featherston; Kathryn Newton; Matt Shively; Aiden Lovekamp; Brady Allen; Stephen Dunham; Alexondra Lee; Georgica Pettus; Alisha Boe; Brendon Eggertsen,90596; 221192; 455033; 984724; 1033547; 36803; 42377; 1790409; 1485380; 1424716,2012,1.0,142272.0,142272; 142276
83389,From Up on Poppy Hill,2011-07-16,91.0,ja,22000000.0,61037844.0,13.9638,7.5,1984,Animation; Drama,JP,Studio Ghibli; Mitsubishi; Hakuhodo DY Media Partners; Nippon Television Network Corporation; dentsu; TOHO; The Walt Disney Company (Japan),10342; 11847; 11846; 6755; 1778; 882; 164892,,,Goro Miyazaki,Masami Nagasawa; Junichi Okada; Keiko Takeshita; Yuriko Ishida; Rumi Hiiragi; Jun Fubuki; Takashi Naito; Shunsuke Kazama; Nao Omori; Teruyuki Kagawa,87637; 119241; 548758; 20330; 19587; 119244; 19590; 1124535; 58604; 46691,2011,1.0,1414.0,1414
83542,Cloud Atlas,2012-10-26,172.0,en,102000000.0,130482868.0,15.8121,6.898,7658,Drama; Science Fiction,DE; US; CN; HK; SG,Cloud Atlas Productions; Anarchos Productions; X Filme Creative Pool; A Company; Dreams of Dragon Pictures; Media Asia Film Production; Ascension Pictures; ARD Degeto,11080; 450; 96; 11081; 19621; 131586; 7829; 986,,,Lilly Wachowski,Tom Hanks; Halle Berry; Jim Broadbent; Hugo Weaving; Jim Sturgess; Bae Doona; Ben Whishaw; James D'Arcy; Zhou Xun; Keith David,31; 4587; 388; 1331; 38941; 21688; 17064; 19655; 71057; 65827,2012,1.0,9339.0,9339; 9340; 1071
83666,Moonrise Kingdom,2012-05-16,94.0,en,16000000.0,68263166.0,9.3085,7.677,6457,Comedy; Drama; Romance,US,Indian Paintbrush; American Empirical Pictures,9350; 23449,,,Wes Anderson,Jared Gilman; Kara Hayward; Bruce Willis; Edward Norton; Bill Murray; Frances McDormand; Tilda Swinton; Jason Schwartzman; Bob Balaban; Lucas Hedges,929906; 929905; 62; 819; 1532; 3910; 3063; 17881; 12438; 1105079,2012,1.0,5655.0,5655
83686,The Words,2012-09-07,102.0,en,6000000.0,13231461.0,5.3228,6.696,1327,Drama; Thriller,US,Also Known As Pictures; Animus Films; Benaroya Pictures; Serena Films; Waterfall Media; Rose Pictures,12545; 4135; 6692; 64541; 32168; 126549,,,Brian Klugman,Bradley Cooper; Zoe Saldaña; Jeremy Irons; Dennis Quaid; Olivia Wilde; J.K. Simmons; John Hannah; Željko Ivanek; Ben Barnes; Michael McKean,51329; 8691; 16940; 6065; 59315; 18999; 10727; 6752; 25130; 21731,2012,1.0,51996.0,51996; 929917
83770,On the Road,2012-05-22,142.0,en,25000000.0,8784318.0,6.0498,5.6,916,Adventure; Drama,BR; FR; GB; US,mk2 Films; Film4 Productions; France 2 Cinéma; VideoFilmes; American Zoetrope; The Jerry Leider Company; Vanguard Films,6274; 6705; 83; 346; 70; 79077; 614,,,Walter Salles,Garrett Hedlund; Sam Riley; Kristen Stewart; Amy Adams; Tom Sturridge; Danny Morgan; Alice Braga; Elisabeth Moss; Kirsten Dunst; Viggo Mortensen,9828; 32987; 37917; 9273; 90451; 548120; 8602; 32798; 205; 110,2012,0.0,8574.0,8574
83899,You're Next,2013-08-22,94.0,en,1000000.0,14347000.0,8.4505,6.598,2747,Horror; Thriller; Mystery,GB; US,Snoot Entertainment; HanWay Films,15159; 2395,,,Adam Wingard,Sharni Vinson; Nicholas Tucci; Wendy Glenn; AJ Bowen; Joe Swanberg; Margaret Laney; Amy Seimetz; Ti West; Rob Moran; Barbara Crampton,138010; 149966; 168529; 74133; 40863; 558055; 139150; 101542; 162924; 27995,2013,1.0,98631.0,98631
84175,Beasts of the Southern Wild,2012-06-29,93.0,en,1800000.0,21107746.0,6.3442,6.838,1175,Drama; Fantasy; Adventure,CA; US,Cinereach; Court 13 Pictures; Journeyman Pictures; Seville International,12219; 6714; 2291; 199407,,,Benh Zeitlin,Quvenzhané Wallis; Dwight Henry; Levy Easterly; Gina Montana; Lowell Landes; Pamela Harper; Amber Henry; Jonshel Alexander; Nicholas Clark; Joseph Brown,1055235; 1055236; 1073500; 1073501; 1118577; 1118578; 1137369; 1137370; 1118579; 1137371,2012,1.0,223516.0,223516
84188,Compliance,2012-08-23,90.0,en,270000.0,592116.0,5.2014,6.344,811,Drama; Thriller,US,Bad Cop / Bad Cop; Dogfish Pictures; Muskat Filmed Properties; Low Spark Films,12649; 12650; 10989; 28286,,,Craig Zobel,Ann Dowd; Dreama Walker; Pat Healy; Bill Camp; Philip Ettinger; James McCaffrey; Matt Servitto; Ashlie Atkinson; Nikiya Mathis; Ralph Rodriguez,43366; 74303; 60846; 121718; 211991; 155173; 58541; 77264; 1137379; 1104350,2012,1.0,79434.0,79434
84306,Liberal Arts,2012-09-14,97.0,en,,327345.0,4.2138,6.467,590,Romance; Comedy; Drama,US,Tom Sawyer Entertainment; BCDF Pictures; Strategic Motion Ventures,7373; 10290; 66431,,,Josh Radnor,Josh Radnor; Elizabeth Olsen; Richard Jenkins; John Magaro; Zac Efron; Allison Janney; Elizabeth Reaser; Kate Burton; Robert Desiderio; Kristen Bush,144009; 550843; 28633; 37154; 29222; 19; 53755; 20879; 160319; 205701,2012,,144009.0,144009
84329,Robot & Frank,2012-08-24,89.0,en,2500000.0,3325038.0,4.2399,6.901,1193,Science Fiction; Comedy; Crime,US,Park Pictures Features; TBB; Dog Run Pictures; White Hat Entertainment; Samuel Goldwyn Films; Stage 6 Films,13466; 13467; 13468; 13469; 9118; 11341,,,Jake Schreier,Frank Langella; Liv Tyler; James Marsden; Susan Sarandon; Peter Sarsgaard; Jeremy Strong; Jeremy Sisto; Bonnie Bentley; Dario Barosso; Rachael Ma,8924; 882; 11006; 4038; 133; 239271; 23958; 1060475; 995205; 1094159,2012,1.0,836732.0,836732
84330,Room 237,2012-10-26,103.0,en,,259765.0,4.4335,6.14,537,Documentary,US,Highland Park Classics,58674,,,Rodney Ascher,Bill Blakemore; Geoffrey Cocks; Juli Kearns; John Fell Ryan; Jay Weidner,1178783; 1178784; 1178785; 1178786; 560332,2012,,930706.0,930706
84332,Safety Not Guaranteed,2012-06-08,86.0,en,750000.0,4424699.0,6.0677,6.781,1669,Comedy; Romance; Science Fiction,US,Duplass Brothers Productions; Big Beach,1974; 188,,,Colin Trevorrow,Aubrey Plaza; Mark Duplass; Jake Johnson; Karan Soni; Jenica Bergere; Kristen Bell; Jeff Garlin; Mary Lynn Rajskub; Lauren Carlos; Basil Harris,119592; 45407; 543505; 1109702; 113818; 40462; 60074; 25884; 5928146; 176048,2012,1.0,930707.0,930707
84348,V/H/S,2012-07-28,116.0,en,242000.0,100345.0,5.153,6.101,1759,Thriller; Horror,US,The Collective; 8383 Productions; Bloody Disgusting,15156; 15158; 15157,207621.0,V/H/S Collection,David Bruckner,Calvin Lee Reeder; Lane Hughes; Kentucker Audley; Adam Wingard; Simon Barrett; Andrew Droz Palermo; Joe Swanberg; Sophia Takal; Kate Lyn Sheil; Hannah Fierman,928453; 98632; 107766; 98631; 83858; 1106693; 40863; 1031943; 582722; 111692,2012,0.0,141962.0,141962; 1039529; 98631; 1039527; 88556; 1039528; 40863; 101542; 66681
84892,The Perks of Being a Wallflower,2012-09-20,103.0,en,13000000.0,33384127.0,21.8416,7.804,11418,Drama,US,Mr. Mudd,2130,,,Stephen Chbosky,Logan Lerman; Emma Watson; Ezra Miller; Mae Whitman; Kate Walsh; Dylan McDermott; Melanie Lynskey; Nina Dobrev; Johnny Simmons; Joan Cusack,33235; 10990; 132157; 52404; 61114; 32597; 15091; 19961; 27104; 3234,2012,1.0,19311.0,19311
85350,Boyhood,2014-06-05,165.0,en,4000000.0,48137666.0,12.8748,7.5,5620,Drama,US,IFC Productions; Detour Filmproduction,26468; 11510,,,Richard Linklater,Ellar Coltrane; Patricia Arquette; Ethan Hawke; Lorelei Linklater; Libby Villari; Marco Perella; Brad Hawkins; Jamie Howard; Andrew Villarreal; Jenni Tooley,931944; 4687; 569; 1327009; 2857; 994259; 144077; 1467528; 1467529; 955807,2014,1.0,564.0,564
85446,Step Up Revolution,2012-07-26,99.0,en,33000000.0,140470746.0,7.8905,6.9,2154,Music; Drama; Romance,US,Summit Entertainment; Offspring Entertainment; Lionsgate,491; 2378; 1632,86092.0,Step Up Collection,Scott Speer,Kathryn McCormick; Ryan Guzman; Misha Gabriel; Stephen 'tWitch' Boss; Cleopatra Coleman; Peter Gallagher; Tommy Dewey; Emiliano Díez; Steve Zurk; Mia Michaels,479656; 932091; 1278721; 110743; 217055; 8212; 180789; 1217885; 93692; 1880192,2012,1.0,932088.0,932088
85889,Filth,2013-09-27,97.0,en,5000000.0,9114264.0,8.4014,6.825,1960,Crime; Drama; Comedy,BE; DE; SE; GB; US,Egoli Tossell Film; Steel Mill Pictures; Filmgate Films; Logie Pictures; Altitude Film Entertainment; Film House Germany; Maven Screen Media; Entre Chien et Loup; Mollywood; Creative Scotland; Film i Väst; Lionsgate UK; Studio Mao,2254; 15282; 18230; 19637; 19638; 19639; 19640; 3984; 22071; 8087; 2801; 175700; 102494,,,Jon S. Baird,James McAvoy; Jamie Bell; Eddie Marsan; Imogen Poots; Brian McCardie; Emun Elliott; Gary Lewis; John Sessions; Shauna Macdonald; Jim Broadbent,5530; 478; 1665; 17606; 18280; 228968; 480; 26860; 57574; 388,2013,1.0,76965.0,76965
86000,Always,2011-10-20,108.0,ko,,6941450.0,4.7717,7.8,318,Romance; Drama,KR,HB Entertainment; 51k; Showbox,46869; 139179; 3491,,,Song Il-gon,So Ji-sub; Han Hyo-joo; Kang Shin-il; Park Cheol-min; Oh Kwang-rok; Kim Mi-kyeong; Jin Goo; Jung Jae-jin; Park Seong-geun; Kim Jung-pal,932821; 240145; 109060; 138527; 528339; 587632; 1299287; 1075471; 2519095; 1334230,2011,,557418.0,557418
86467,Bel Ami,2012-03-09,102.0,en,9000000.0,8303261.0,4.4296,5.275,546,Romance; Drama,IT; GB,19 Entertainment; Redwave Films; Protagonist Pictures; RAI,20877; 8764; 20277; 1583,,,Nick Ormerod,Robert Pattinson; Uma Thurman; Christina Ricci; Kristin Scott Thomas; Colm Meaney; Philip Glenister; Holliday Grainger; Natalia Tena; Anthony Higgins; James Lance,11288; 139; 6886; 5470; 17782; 55689; 302165; 3300; 660; 19775,2012,0.0,933262.0,933262; 933263
86825,Stoker,2013-02-28,99.0,en,12000000.0,12077441.0,6.3114,6.641,2482,Drama; Horror; Thriller,US,Fox Searchlight Pictures; Indian Paintbrush; Dune Entertainment; Scott Free Productions,43; 9350; 444; 221347,,,Park Chan-wook,Mia Wasikowska; Nicole Kidman; Matthew Goode; Dermot Mulroney; Jacki Weaver; Lucas Till; Alden Ehrenreich; Phyllis Somerville; Ralph Brown; Judith Godrèche,76070; 2227; 1247; 20212; 67837; 429; 71375; 17184; 53916; 73937,2013,1.0,10099.0,10099
86828,Absolutely Anything,2015-02-13,85.0,en,,6303792.0,5.3723,5.914,1676,Comedy; Science Fiction,GB,Phoenix Pictures; Bill and Ben Productions,11317; 39420,,,Terry Jones,Simon Pegg; Kate Beckinsale; Sanjeev Bhaskar; Rob Riggle; Robert Bathurst; Suzy Eddie Izzard; Joanna Lumley; Marianne Oldham; Emma Pierson; Meera Syal,11108; 3967; 145997; 71403; 42663; 1926; 34901; 1483728; 28475; 6975,2015,,10707.0,10707
86829,Inside Llewyn Davis,2013-10-18,105.0,en,11000000.0,32935319.0,6.7101,7.183,2992,Drama; Music,FR; GB; US,StudioCanal; Anton Capital Entertainment; Mike Zoss Productions,694; 20664; 2092,,,Ethan Coen,Oscar Isaac; Carey Mulligan; Justin Timberlake; Ethan Phillips; Robin Bartlett; Max Casella; Jerry Grayson; Jeanine Serralles; Adam Driver; Stark Sands,25072; 36662; 12111; 29445; 11902; 7133; 60796; 979432; 1023139; 33532,2013,1.0,1224.0,1224; 1223
86835,Knight of Cups,2015-09-10,118.0,en,,566006.0,4.7885,5.714,738,Drama; Romance; Fantasy,US; DE,Waypoint Entertainment; Dogwood Films,22842; 68662,,,Terrence Malick,Christian Bale; Cate Blanchett; Natalie Portman; Brian Dennehy; Antonio Banderas; Freida Pinto; Wes Bentley; Isabel Lucas; Teresa Palmer; Imogen Poots,3894; 112; 524; 6197; 3131; 76792; 8210; 103554; 20374; 17606,2015,,30715.0,30715
86837,Amour,2012-09-20,127.0,fr,8900000.0,29800000.0,8.5451,7.751,1814,Drama; Romance,FR; DE; AT,Les Films du Losange; X Filme Creative Pool; Wega Film; France 3 Cinéma; BR; WDR; ARD Degeto,223; 96; 224; 591; 162; 46; 986,,,Michael Haneke,Jean-Louis Trintignant; Emmanuelle Riva; Isabelle Huppert; Alexandre Tharaud; William Shimell; Ramon Agirre; Rita Blanco; Carole Franck; Dinara Drukarova; Laurent Capelluto,1352; 267962; 17882; 2602385; 140238; 122461; 109713; 17463; 543366; 228719,2012,1.0,6011.0,6011
86838,Seven Psychopaths,2012-10-12,110.0,en,15000000.0,33035736.0,10.3872,6.817,4390,Comedy; Crime,GB; US,BFI; Blueprint Pictures; Film4 Productions; HanWay Films; CBS Films,7281; 2376; 6705; 2395; 5490,,,Martin McDonagh,Colin Farrell; Sam Rockwell; Woody Harrelson; Christopher Walken; Olga Kurylenko; Tom Waits; Abbie Cornish; Michael Stuhlbarg; Kevin Corrigan; Željko Ivanek,72466; 6807; 57755; 4690; 18182; 2887; 37260; 72873; 18472; 6752,2012,1.0,54472.0,54472
87101,Terminator Genisys,2015-06-23,126.0,en,155000000.0,440603537.0,26.9291,5.959,9145,Science Fiction; Action; Thriller,US,Paramount Pictures; Skydance Media,4; 82819,528.0,The Terminator Collection,Alan Taylor,Arnold Schwarzenegger; Jason Clarke; Emilia Clarke; Jai Courtney; J.K. Simmons; Dayo Okeniyi; Matt Smith; Courtney B. Vance; Lee Byung-hun; Michael Gladis,1100; 76512; 1223786; 224181; 18999; 1030512; 136532; 24047; 25002; 55596,2015,1.0,47005.0,47005
87428,That's My Boy,2012-06-14,116.0,en,70000000.0,57719093.0,8.7166,5.809,2190,Comedy,US,Relativity Media; Columbia Pictures; Happy Madison Productions,7295; 5; 878,,,Sean Anders,Adam Sandler; Andy Samberg; Leighton Meester; Vanilla Ice; Tony Orlando; Will Forte; Milo Ventimiglia; Susan Sarandon; James Caan; Blake Clark,19292; 62861; 85825; 17338; 84920; 62831; 16501; 4038; 3085; 21485,2012,0.0,74619.0,74619
87492,Foxcatcher,2014-11-14,134.0,en,24000000.0,19206513.0,7.6938,6.648,2532,Drama; Thriller,US,Annapurna Pictures; Likely Story,13184; 1785,,,Bennett Miller,Steve Carell; Channing Tatum; Mark Ruffalo; Sienna Miller; Vanessa Redgrave; Anthony Michael Hall; Guy Boyd; Brett Rice; Jackson Frazer; Samara Lee,4495; 38673; 103; 23459; 13333; 1904; 19752; 29934; 1385043; 1378130,2014,0.0,5345.0,5345
87496,The Company You Keep,2012-12-20,121.0,en,2000000.0,20014680.0,4.6494,6.17,806,Drama; Thriller,CA; US,Brightlight Pictures; Kingsgate Films; Voltage Pictures; TCYK North Productions; Wildwood Enterprises,1063; 770; 6626; 135399; 316,,,Robert Redford,Robert Redford; Shia LaBeouf; Nick Nolte; Brendan Gleeson; Terrence Howard; Susan Sarandon; Chris Cooper; Stanley Tucci; Julie Christie; Richard Jenkins,4135; 10959; 1733; 2039; 18288; 4038; 2955; 2283; 1666; 28633,2012,1.0,4135.0,4135
87502,Flight,2012-02-22,138.0,en,31000000.0,161772575.0,16.3335,6.864,6575,Drama,US,Paramount Pictures; ImageMovers; Parkes+MacDonald Image Nation,4; 11395; 49325,,,Robert Zemeckis,Denzel Washington; Don Cheadle; Kelly Reilly; John Goodman; Bruce Greenwood; Brian Geraghty; Tamara Tunie; Nadine Velazquez; Peter Gerety; Garcelle Beauvais,5292; 1896; 17521; 1230; 21089; 49271; 42694; 65196; 1986; 31647,2012,1.0,24.0,24
87567,The Big Wedding,2013-04-25,90.0,en,35000000.0,21800000.0,4.9658,5.842,1231,Comedy,US,Millennium Media; Two Ton Films,1020; 17049,,,Justin Zackham,Robert De Niro; Diane Keaton; Ben Barnes; Amanda Seyfried; Susan Sarandon; Katherine Heigl; Topher Grace; Christine Ebersole; David Rasche; Patricia Rae,380; 3092; 25130; 71070; 4038; 25541; 17052; 4003; 33533; 5973,2013,0.0,52599.0,52599
